Model,Dataset,Metric,Mean,Std Dev,CI Lower,CI Upper
Neural Network,Original,Accuracy,0.9442663319654907,0.011872081941628984,0.9357735561605116,0.9527591077704698
Neural Network,Original,Precision,0.9350786089061728,0.0119429201328299,0.9265351585119129,0.9436220593004326
Neural Network,Original,Recall,0.9025615276994733,0.030218029344765057,0.8809448517234181,0.9241782036755285
Neural Network,Original,F1-Score,0.9152821901832734,0.02277230137257284,0.8989918671319702,0.9315725132345766
Neural Network,padshift,Accuracy,0.29249066519153644,1e-06,0.2924899498346305,0.29249138054844237
Neural Network,padshift,Precision,0.05850460742790348,1.0108271991548256e-05,0.058497376405727074,0.05851183845007988
Neural Network,padshift,Recall,0.2,1e-06,0.19999928464309405,0.20000071535690597
Neural Network,padshift,F1-Score,0.09052775918266812,1.2100780594922823e-05,0.09051910280570212,0.09053641555963411
