Model,Dataset,Metric,Mean,Std Dev,CI Lower,CI Upper
Neural Network,Original,Accuracy,0.9150737628384688,0.00960457347224478,0.9082030648763696,0.9219444608005679
Neural Network,Original,Precision,0.9201772878282733,0.00885655217846071,0.9138416920644822,0.9265128835920645
Neural Network,Original,Recall,0.9174270832271614,0.010124933199928873,0.9101841423402838,0.924670024114039
Neural Network,Original,F1-Score,0.9177927853384913,0.00968341815222083,0.9108656852900736,0.924719885386909
Neural Network,padshift,Accuracy,0.23132062351509536,0.015850403823591878,0.21998192767775185,0.24265931935243887
Neural Network,padshift,Precision,0.21295745822801124,0.17618558433280104,0.08692188374625273,0.33899303270976977
Neural Network,padshift,Recall,0.21327169853950587,0.01124781149026865,0.2052254989130895,0.22131789816592223
Neural Network,padshift,F1-Score,0.10056062472803509,0.021282674550297764,0.08533591651133854,0.11578533294473164
