Model,Dataset,Metric,Mean,Std Dev,CI Lower,CI Upper
Neural Network,Original,Accuracy,0.9218957014904727,0.007271941377408557,0.9166936680064612,0.9270977349744842
Neural Network,Original,Precision,0.9270818970452283,0.007483592714966345,0.9217284573152407,0.9324353367752158
Neural Network,Original,Recall,0.923706897689109,0.007051616672394407,0.9186624750043814,0.9287513203738366
Neural Network,Original,F1-Score,0.9248317849379226,0.007207547980128653,0.9196758157153531,0.9299877541604922
Neural Network,pad,Accuracy,0.24814444509792385,0.027984997873041876,0.2281251836063753,0.2681637065894724
Neural Network,pad,Precision,0.1304858795525265,0.12833025299909293,0.03868394682698459,0.2222878122780684
Neural Network,pad,Recall,0.22213795327396274,0.02971314573518955,0.20088244927471968,0.2433934572732058
Neural Network,pad,F1-Score,0.10876907251918475,0.04177156266763722,0.07888749669245981,0.13865064834590968
