Model,Dataset,Metric,Mean,Std Dev,CI Lower,CI Upper
Neural Network,Original,Accuracy,0.9854988512981343,0.003846794706235879,0.9827470201392466,0.988250682457022
Neural Network,Original,Precision,0.9861806221809605,0.003795980555600416,0.98346514127565,0.988896103086271
Neural Network,Original,Recall,0.9856609824267174,0.003541546152073761,0.9831275129290816,0.9881944519243532
Neural Network,Original,F1-Score,0.9858874069426158,0.0036654752920973334,0.9832652838788154,0.9885095300064162
Neural Network,frag,Accuracy,0.052323631701051934,0.0013667227811632193,0.05134593712102412,0.053301326281079746
Neural Network,frag,Precision,0.0871101596652886,0.10911923255087344,0.009050963087776587,0.1651693562428006
Neural Network,frag,Recall,0.16723567719176796,0.0009369122899168269,0.16656545051490412,0.1679059038686318
Neural Network,frag,F1-Score,0.017477113908804177,0.0018639885261320483,0.01614369684401926,0.018810530973589094
